,Year,Sale Date,Sale Price,Property Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
724,2023,Sold 2023-05-22,"€257,823.00",Summerston,1929,Yes,???,Detached,2-Storey,2,1,Yes
725,2023,Sold 2023-05-23,"€ 457,504",Avoca,2007,Yes,No,Detached,2-Storey,3,2,No
726,2023,Sold 2023-05-23,"€475,645.00",Avoca,2002,Yes,Yes,Detached,1-Storey,3,2,NO
727,2023,Sold 2023-05-24,"€ 273,132",Summerston,1961,Yes,Yes,Bungalow,1-Storey,2,2,Yes
728,2023,Sold 2023-05-25,"€356,489.00",Oak Park,1962,Yes,No,Detached,1-Storey,3,1,Yes
729,2023,Sold 2023-05-26,"€202,451.00",Rivermount,1952,Yes,No,Bungalow,1-Storey,2,1,No
730,2023,Sold 2023-05-26,"€ 279,416",Rivermount,1922,Yes,Yes,Detached,2-Storey,2,1,No
731,2023,Sold 2023-05-28,"€764,284.00",Avoca,2012,Yes,Yes,Det.,1-Storey,3,2,Yes
732,2023,Sold 2023-05-28,"€441,926.00",Avoca,2007,Yes,No,Detached,1.5-Storey,3,2,No
733,2023,Sold 2023-05-28,"€ 462,714",Avoca,2010,Yes,No,Det.,1.5-Storey,3,2,No
734,2023,Sold 2023-05-31,"€277,186.00",Rivermount,1936,No,Yes,Bungalow,1-Storey,2,1,Yes
735,2023,Sold 31 May 2023,"€219,182.00",Rivermount,1938,Yes,No,Bungalow,1-Storey,3,1,No
736,2023,Sold 2023-06-02,"€499,587.00",Avoca,2013,Yes,No,Semi-Detached,1-Storey,2,2,Yes
737,2023,Sold 2023-06-02,"€387,551.00",Porter Square,2017,Yes,Yes,End-of-Terrace,2-Storey,3,2,No
738,2023,Sold 2023-06-02,"€ 449,482",Porter Square,2007,No,Yes,End-of-Terrace,2-Storey,3,2,No
739,2023,Sold 2023-06-02,"€384,731.00",Porter Square,2020,Yes,Yes,Semi-Detached,2-Storey,2,2,No
740,2023,Sold 02 June 2023,"€477,189.00",Avoca,2011,Yes,No,Detached,2-Storey,3,2,No
741,2023,Sold 02 June 2023,"€466,009.00",Avoca,2008,Yes,Yes,Detached,1-Storey,3,2,NO
742,2023,Sold 2023-06-02,"€542,796.00",Brookville,2011,???,Yes,Detached,1-Storey,3,2,No
743,2023,Sold 05 June 2023,"€479,488.00",Avoca,2011,Yes,Yes,Detached,2-Storey,3,2,No
744,2023,Sold 2023-06-05,"€814,182.00",Avoca,2020,Yes,Yes,Detached,1-Storey,3,2,No
745,2023,Sold 2023-06-05,"€1,081,129.00",Avoca,2015,Yes,Yes,Detached,1-Storey,3,2,Yes
746,2023,Sold 2023-06-05,"€458,616.00",Avoca,2003,Yes,No,Detached,2-Storey,4,2,Yes
747,2023,Sold 2023-06-06,"€844,983.00",Avoca,2020,Yes,No,Semi-Detached,1-Storey,2,2,No
748,2023,Sold 2023-06-06,"€ 972,345",Avoca,2016,Yes,Yes,Detached,2-Storey,4,2,No
749,2023,Sold 2023-06-07,"€359,441.00",Broomhouse,1975,Yes,Yes,Detached,1-Storey,3,1,Yes
750,2023,Sold 2023-06-08,"€551,727.00",Brookville,2013,Yes,Yes,Detached,2-Storey,3,2,No
751,2023,Sold 2023-06-08,"€301,093.00",Summerston,1959,Yes,???,Detached,1-Storey,2,1,Yes
752,2023,Sold 2023-06-11,"€ 431,749",Oak Park,1963,Yes,Yes,Det.,1-Storey,2,1,Yes
753,2023,Sold 2023-06-13,"€ 404,173",Rivermount,1927,Yes,Yes,Detached,2-Storey,4,1,No
754,2023,Sold 2023-06-15,"€457,236.00",Avoca,2017,Yes,Yes,Detached,2-Storey,3,2,No
755,2023,Sold 2023-06-15,"€403,375.00",Oak Park,1970,Yes,Yes,Detached,1-Storey,3,1,No
756,2023,Sold 2023-06-15,"€815,271.00",Avoca,2020,Yes,Yes,Detached,2-Storey,5,3,Yes
757,2023,Sold 2023-06-16,"€494,589.00",Brookville,2013,Yes,Yes,Detached,1-Storey,3,2,Yes
758,2023,Sold 2023-06-16,"€567,589.00",Brookville,2020,Yes,Yes,Detached,1-Storey,4,2,Yes
759,2023,Sold 2023-06-16,"€339,017.00",Oak Park,1977,Yes,Yes,Detached,1-Storey,2,1,No
760,2023,Sold 2023-06-16,"€331,302.00",Oak Park,1968,Yes,Yes,Detached,1-Storey,2,1,Yes
761,2023,Sold 2023-06-17,"€527,502.00",Brookville,2002,Yes,???,Detached,2-Storey,3,2,No
762,2023,Sold 2023-06-17,"€636,885.00",Brookville,2013,Yes,Yes,Detached,1-Storey,3,2,NO
763,2023,Sold 2023-06-19,"€407,632.00",Oak Park,1969,Yes,Yes,Detached,1-Storey,3,1,Yes
764,2023,Sold 20 June 2023,"€389,386.00",Broomhouse,1988,Yes,No,Detached,1-Storey,3,2,Yes
765,2023,Sold 2023-06-20,"€206,339.00",Broomhouse,1967,Yes,No,Bungalow,1-Storey,3,1,No
766,2023,Sold 2023-06-21,"€ 333,609",Broomhouse,1979,Yes,Yes,Detached,1-Storey,3,1,No
767,2023,Sold 2023-06-21,"€576,286.00",Avoca,2014,Yes,No,Detached,2-Storey,4,2,No
768,2023,Sold 2023-06-21,"€274,928.00",Broomhouse,1951,No,Yes,Bungalow,1-Storey,2,1,Yes
769,2023,Sold 2023-06-21,"€1,281,270.00",Avoca,2020,Yes,Yes,Detached,2-Storey,3,2,Yes
770,2023,Sold 2023-06-22,"€540,409.00",Brookville,2008,Yes,No,Detached,1-Storey,3,2,NO
771,2023,Sold 2023-06-22,"€548,690.00",Brookville,2008,Yes,Yes,Detached,1-Storey,3,2,No
772,2023,Sold 2023-06-24,"€459,833.00",Avoca,2018,Yes,???,Detached,2-Storey,3,2,No
773,2023,Sold 2023-06-24,"€471,343.00",Avoca,2012,Yes,No,Detached,2-Storey,3,2,No
774,2023,Sold 2023-06-24,"€690,870.00",Avoca,2010,Yes,Yes,Detached,2-Storey,3,2,No
775,2023,Sold 2023-06-24,"€521,048.00",Avoca,2011,Yes,No,Semi-Detached,1-Storey,2,2,No
776,2023,Sold 2023-06-25,"€360,737.00",Summerston,1967,Yes,Yes,Detached,1-Storey,4,2,Yes
777,2023,Sold 2023-06-26,"€264,622.00",Oak Park,1932,Yes,No,Bungalow,1-Storey,4,2,No
778,2023,Sold 2023-06-27,"€200,745.00",Oak Park,1961,Yes,No,Duplex,1-Storey,2,2,No
779,2023,Sold 2023-06-27,"€ 323,171",Oak Park,1969,Yes,Yes,Detached,1-Storey,3,2,No
780,2023,Sold 2023-06-27,"€513,005.00",Oak Park,1980,Yes,Yes,Detached,2-Storey,4,2,No
781,2023,Sold 2023-06-27,"€232,181.00",Oak Park,1962,Yes,No,Duplex,1-Storey,2,2,No
782,2023,Sold 2023-06-27,"€571,661.00",Avoca,2011,Yes,No,Detached,2-Storey,3,2,No
783,2023,Sold 2023-06-28,"€469,002.00",Brookville,2013,???,No,Detached,1-Storey,3,2,No
784,2023,Sold 2023-06-30,"€376,008.00",Brookville,2006,Yes,Yes,Detached,1-Storey,3,1,No
785,2023,Sold 2023-07-01,"€203,285.00",Summerston,1964,Yes,Yes,Bungalow,1-Storey,2,1,No
786,2023,Sold 2023-07-02,"€956,971.00",Oak Park,1984,Yes,Yes,Detached,1.5-Storey,4,2,Yes
787,2023,Sold 2023-07-02,"€415,228.00",Oak Park,1975,Yes,Yes,Detached,1-Storey,3,1,Yes
788,2023,Sold 2023-07-02,"€379,006.00",Oak Park,1970,Yes,Yes,Detached,2-Storey,4,1,Yes
789,2023,Sold 2023-07-03,"€278,909.00",Oak Park,1980,Yes,No,Bungalow,1-Storey,2,1,Yes
790,2023,Sold 2023-07-03,"€416,194.00",Summerston,1989,???,Yes,Detached,2-Storey,3,1,No
791,2023,Sold 2023-07-03,"€315,700.00",Summerston,Unknown,Yes,???,Detached,1-Storey,3,1,Yes
792,2023,Sold 2023-07-04,"€527,366.00",Summerston,2015,Yes,Yes,Detached,1.5-Storey,4,3,Yes
793,2023,Sold 2023-07-05,"€298,356.00",Summerston,1953,Yes,???,Detached,1-Storey,3,2,Yes
794,2023,Sold 2023-07-05,"€336,707.00",Summerston,1958,Yes,No,Terraced,1-Storey,4,2,Yes
795,2023,Sold 2023-07-06,"€454,423.00",Avoca,2015,Yes,No,End-of-Terrace,2-Storey,2,2,No
796,2023,Sold 2023-07-08,"€454,997.00",Avoca,2004,Yes,Yes,Detached,1-Storey,3,2,NO
797,2023,Sold 2023-07-08,"€665,816.00",Avoca,2019,Yes,Yes,Detached,1-Storey,3,3,No
798,2023,Sold 2023-07-08,"€1,024,109.00",Avoca,2010,Yes,Yes,Detached,2-Storey,4,2,Yes
799,2023,Sold 2023-07-08,"€617,795.00",Avoca,2019,No,No,End-of-Terrace,1-Storey,2,2,No
800,2023,Sold 2023-07-08,"€469,168.00",Avoca,2017,Yes,No,Detached,2-Storey,3,2,No
801,2023,Sold 2023-07-08,"€770,625.00",Avoca,2020,Yes,No,Detached,1-Storey,3,2,No
802,2023,Sold 2023-07-11,"€469,368.00",Brookville,2006,Yes,Yes,Detached,1-Storey,3,2,Yes
803,2023,Sold 2023-07-11,"€ 328,143",Beacon Hill,1948,Yes,Yes,Detached,1-Storey,3,1,Yes
804,2023,Sold 2023-07-11,"€435,468.00",Brookville,2009,Yes,No,Detached,2-Storey,3,2,No
805,2023,Sold 2023-07-11,"€517,410.00",Brookville,Unknown,Yes,No,Detached,2-Storey,3,2,Yes
806,2023,Sold 2023-07-12,"€319,117.00",Oak Park,1971,Yes,???,Detached,1-Storey,3,1,Yes
807,2023,Sold 2023-07-13,"€476,188.00",Avoca,2009,Yes,Yes,Detached,2-Storey,3,2,Yes
808,2023,Sold 2023-07-13,"€935,354.00",Avoca,2018,Yes,Yes,Det.,1-Storey,3,2,No
809,2023,Sold 2023-07-14,"€389,754.00",Broomhouse,1984,Yes,Yes,Detached,1-Storey,3,1,Yes
810,2023,Sold 14 July 2023,"€ 453,336",Broomhouse,1990,Yes,Yes,Detached,2-Storey,3,2,No
811,2023,Sold 2023-07-14,"€380,868.00",Broomhouse,1980,Yes,Yes,Detached,1-Storey,3,1,No
812,2023,Sold 2023-07-15,"€695,562.00",Avoca,Unknown,Yes,No,Semi-Detached,1-Storey,2,2,NO
813,2023,Sold 2023-07-15,"€927,758.00",Avoca,2020,Yes,Yes,Detached,2-Storey,3,2,No
814,2023,Sold 15 July 2023,"€498,259.00",Avoca,2009,Yes,Yes,Detached,2-Storey,4,2,No
815,2023,Sold 2023-07-15,"€480,446.00",Avoca,2006,Yes,Yes,Detached,1.5-Storey,3,3,Yes
816,2023,Sold 2023-07-16,"€299,911.00",Oak Park,1977,Yes,Yes,Detached,1-Storey,2,1,Yes
817,2023,Sold 16 July 2023,"€505,820.00",Brookville,Unknown,Yes,Yes,Detached,2-Storey,2,2,No
818,2023,Sold 2023-07-17,"€407,013.00",Oak Park,1981,Yes,Yes,Detached,1-Storey,3,1,No
819,2023,Sold 2023-07-18,"€261,905.00",Summerston,1937,Yes,Yes,Det.,2-Storey,3,2,Yes
820,2023,Sold 2023-07-18,"€233,520.00",Summerston,1947,No,Yes,Bungalow,1-Storey,3,2,Yes
821,2023,Sold 2023-07-19,"€342,761.00",Beacon Hill,1947,Yes,Yes,Detached,1-Storey,3,1,No
822,2023,Sold 2023-07-19,"€348,288.00",Broomhouse,1989,Yes,Yes,Detached,1-Storey,3,1,No
823,2023,Sold 2023-07-20,"€251,923.00",Oak Park,1979,No,No,Bungalow,1-Storey,3,1,Yes
824,2023,Sold 2023-07-20,"€352,443.00",Brookville,1990,Yes,Yes,Detached,1-Storey,3,1,No
825,2023,Sold 20 July 2023,"€544,451.00",Brookville,2008,Yes,Yes,Detached,1-Storey,3,2,Yes
826,2023,Sold 2023-07-20,"€ 349,788",Oak Park,1961,Yes,Yes,Detached,1-Storey,3,1,Yes
827,2023,Sold 2023-07-21,"€381,156.00",Oak Park,1962,Yes,No,Detached,1-Storey,3,1,No
828,2023,Sold 2023-07-22,"€306,414.00",Summerston,1928,Yes,Yes,Detached,1-Storey,3,1,No
829,2023,Sold 2023-07-22,"€692,558.00",Avoca,2018,Yes,No,Detached,1-Storey,3,2,No
830,2023,Sold 2023-07-22,"€251,590.00",Summerston,1934,Yes,No,Bungalow,1-Storey,2,1,Yes
831,2023,Sold 2023-07-22,"€ 572,821",Beacon Hill,1928,Yes,No,Detached,2-Storey,5,2,Yes
832,2023,Sold 2023-07-26,"€486,700.00",Avoca,1999,Yes,No,Detached,2-Storey,3,2,No
833,2023,Sold 2023-07-26,"€694,841.00",Avoca,2019,Yes,Yes,Detached,1-Storey,3,2,NO
834,2023,Sold 26 July 2023,"€370,442.00",Rivermount,1932,Yes,Yes,Detached,2-Storey,3,1,No
835,2023,Sold 2023-07-26,"€658,431.00",Avoca,2012,Yes,Yes,Detached,2-Storey,3,2,No
836,2023,Sold 2023-07-27,"€318,684.00",Rivermount,1964,Yes,No,Duplex,2-Storey,4,2,Yes
837,2023,Sold 2023-07-27,"€306,696.00",Beacon Hill,1944,Yes,Yes,Detached,1-Storey,3,1,Yes
838,2023,Sold 2023-07-27,"€319,204.00",Oak Park,1982,Yes,Yes,Detached,1-Storey,3,1,No
839,2023,Sold 2023-07-27,"€347,994.00",Beacon Hill,1949,Yes,Yes,Detached,1-Storey,2,1,No
840,2023,Sold 2023-07-28,"€ 341,123",Oak Park,Unknown,Yes,???,Detached,1-Storey,3,1,No
841,2023,Sold 28 July 2023,"€461,039.00",Oak Park,1975,Yes,Yes,Detached,2-Storey,4,1,NO
842,2023,Sold 2023-07-30,"€353,019.00",Broomhouse,1994,Yes,Yes,Detached,1.5-Storey,2,1,Yes
843,2023,Sold 2023-07-30,"€349,389.00",Broomhouse,1969,Yes,Yes,Detached,1-Storey,3,1,Yes
844,2023,Sold 2023-07-31,"€ 278,969",Beacon Hill,1962,Yes,Yes,Bungalow,1-Storey,3,1,No
845,2023,Sold 2023-08-01,"€ 465,193",Brookville,2020,Yes,Yes,Detached,1-Storey,3,2,No
846,2023,Sold 2023-08-01,"€531,311.00",Oak Park,1981,No,No,Duplex,2-Storey,5,2,No
847,2023,Sold 2023-08-01,"€615,496.00",Brookville,2020,Yes,Yes,Detached,1-Storey,3,2,Yes
848,2023,Sold 2023-08-01,"€516,616.00",Brookville,2011,Yes,Yes,Detached,2-Storey,3,2,No
849,2023,Sold 2023-08-04,"€348,147.00",Rivermount,1928,Yes,Yes,Detached,1-Storey,3,2,No
850,2023,Sold 2023-08-04,"€515,757.00",Brookville,2016,Yes,No,Detached,1-Storey,3,2,Yes
851,2023,Sold 2023-08-04,"€378,395.00",Brookville,2019,Yes,No,Semi-Detached,1-Storey,2,1,No
852,2023,Sold 2023-08-04,"€618,711.00",Brookville,2016,Yes,Yes,Detached,2-Storey,3,2,Yes
853,2023,Sold 2023-08-04,"€343,581.00",Brookville,1984,Yes,No,Detached,1-Storey,3,1,NO
854,2023,Sold 2023-08-05,"€622,765.00",Brookville,2009,Yes,Yes,Detached,2-Storey,3,2,No
855,2023,Sold 2023-08-07,"€520,366.00",Avoca,2017,Yes,No,End-of-Terrace,1-Storey,1,2,No
856,2023,Sold 10 August 2023,"€412,010.00",Oak Park,1976,Yes,Yes,Detached,1.5-Storey,3,1,No
857,2023,Sold 2023-08-14,"€287,335.00",Summerston,1953,Yes,Yes,Detached,1-Storey,2,1,No
858,2023,Sold 2023-08-20,"€502,779.00",Brookville,2016,Yes,Yes,Detached,1-Storey,3,2,No
859,2023,Sold 2023-08-20,"€278,561.00",Summerston,1932,???,Yes,Bungalow,1-Storey,3,1,No
860,2023,Sold 2023-08-23,"€385,425.00",Oak Park,1982,Yes,Yes,Detached,1-Storey,3,1,No
861,2023,Sold 2023-09-01,"€364,585.00",Broomhouse,1977,Yes,Yes,Detached,1-Storey,3,1,No
862,2023,Sold 2023-09-01,"€ 359,398",Broomhouse,1974,Yes,No,Detached,1-Storey,3,1,No
863,2023,Sold 03 September 2023,"€ 341,910",Oak Park,1961,Yes,???,Detached,1-Storey,3,1,No
864,2023,Sold 2023-09-03,"€309,757.00",Oak Park,1957,Yes,Yes,Detached,1-Storey,3,1,No
865,2023,Sold 2023-09-03,"€419,126.00",Oak Park,1978,Yes,Yes,Detached,1-Storey,4,1,Yes
866,2023,Sold 2023-09-05,"€ 338,773",Oak Park,1976,Yes,Yes,Detached,1.5-Storey,4,2,Yes
867,2023,Sold 2023-09-05,"€322,688.00",Oak Park,1962,Yes,Yes,Detached,1-Storey,3,1,No
868,2023,Sold 2023-09-10,"€563,265.00",Brookville,2008,Yes,Yes,Detached,2-Storey,3,2,No
869,2023,Sold 2023-09-10,"€467,391.00",Brookville,2016,Yes,Yes,Detached,1-Storey,3,3,Yes
870,2023,Sold 2023-09-10,"€508,520.00",Brookville,2011,Yes,Yes,Detached,1-Storey,3,2,YES
871,2023,Sold 2023-09-10,"€408,925.00",Brookville,2012,Yes,Yes,Detached,1-Storey,3,2,NO
872,2023,Sold 2023-09-11,"€314,580.00",Brookville,1984,Yes,No,Detached,1-Storey,2,1,No
873,2023,Sold 2023-09-11,"€423,786.00",Brookville,1991,Yes,Yes,Detached,2-Storey,3,1,No
874,2023,Sold 2023-09-13,"€ 312,865",Oak Park,1986,No,No,Duplex,2-Storey,4,2,NO
875,2023,Sold 13 September 2023,"€467,454.00",Oak Park,1983,Yes,Yes,Det.,1.5-Storey,3,2,No
876,2023,Sold 18 September 2023,"€320,301.00",Rivermount,1902,Yes,Yes,Detached,1-Storey,2,1,No
877,2023,Sold 2023-09-18,"€513,369.00",Brookville,2018,Yes,???,Detached,2-Storey,3,2,No
878,2023,Sold 2023-09-18,"€368,967.00",Brookville,1999,Yes,Yes,Detached,1-Storey,3,1,Yes
879,2023,Sold 2023-09-20,"€391,291.00",Brookville,1989,Yes,Yes,Detached,1-Storey,3,2,No
880,2023,Sold 2023-09-22,"€312,835.00",Oak Park,1986,Yes,No,Duplex,2-Storey,4,2,Yes
881,2023,Sold 2023-09-27,"€347,943.00",Rivermount,1958,Yes,Yes,Detached,2-Storey,3,1,Yes
882,2023,Sold 2023-09-27,"€325,120.00",Rivermount,1930,No,No,Terraced,2-Storey,4,2,Yes
883,2023,Sold 2023-10-04,"€436,150.00",Porter Square,2016,Yes,No,Detached,1-Storey,2,2,No
884,2023,Sold 2023-10-04,"€436,835.00",Porter Square,2004,Yes,???,End-of-Terrace,2-Storey,2,2,Yes
885,2023,Sold 2023-10-05,"€212,050.00",Summerston,1914,No,No,Bungalow,1-Storey,2,1,No
886,2023,Sold 2023-10-05,"€ 641,528",Oak Park,1978,Yes,No,Detached,1-Storey,3,2,No
887,2023,Sold 2023-10-05,"€327,308.00",Oak Park,1971,Yes,Yes,Detached,1-Storey,2,1,Yes
888,2023,Sold 2023-10-05,"€273,432.00",Summerston,1952,Yes,No,Detached,2-Storey,4,1,NO
889,2023,Sold 2023-10-07,"€191,758.00",Beacon Hill,1959,Yes,No,Bungalow,1-Storey,2,1,NO
890,2023,Sold 2023-10-07,"€283,781.00",Beacon Hill,1950,Yes,No,Det.,1-Storey,3,1,No
891,2023,Sold 2023-10-10,"€436,261.00",Porter Square,2016,Yes,No,Detached,1-Storey,2,2,No
892,2023,Sold 2023-10-10,"€960,220.00",Avoca,2020,Yes,Yes,Detached,2-Storey,4,2,NO
893,2023,Sold 2023-10-10,"€1,054,740.00",Avoca,2018,Yes,Yes,Detached,1-Storey,3,2,No
894,2023,Sold 2023-10-12,"€568,749.00",Brookville,2012,Yes,Yes,Detached,1-Storey,3,2,No
895,2023,Sold 2023-10-12,"€577,362.00",Brookville,2010,Yes,Yes,Detached,1-Storey,3,2,NO
896,2023,Sold 16 October 2023,"€251,723.00",Beacon Hill,1936,Yes,Yes,Bungalow,1-Storey,2,1,Yes
897,2023,Sold 2023-10-16,"€437,483.00",Oak Park,1965,Yes,No,Detached,1-Storey,3,1,No
898,2023,Sold 2023-10-21,"€281,955.00",Summerston,1956,Yes,Yes,Detached,1-Storey,2,1,No
899,2023,Sold 2023-10-21,"€398,218.00",Oak Park,1966,Yes,Yes,Detached,1-Storey,3,1,No
900,2023,Sold 21 October 2023,"€265,541.00",Summerston,1951,Yes,Yes,Bungalow,1-Storey,2,1,Yes
901,2023,Sold 2023-10-23,"€265,768.00",Rivermount,1932,No,Yes,Bungalow,1-Storey,2,1,No
902,2023,Sold 2023-10-24,"€138,390.00",Beacon Hill,1954,Yes,No,Bungalow,1-Storey,1,1,No
903,2023,Sold 2023-10-24,"€545,577.00",Beacon Hill,1937,Yes,No,Detached,1-Storey,3,2,No
904,2023,Sold 2023-10-25,"€ 409,632",Broomhouse,1968,Yes,No,Detached,1-Storey,3,2,No
905,2023,Sold 2023-10-25,"€340,494.00",Broomhouse,1978,Yes,No,Detached,1-Storey,3,1,No
906,2023,Sold 2023-10-25,"€459,988.00",Broomhouse,1975,Yes,Yes,Detached,1.5-Storey,3,2,Yes
907,2023,Sold 2023-10-25,"€533,652.00",Brookville,2006,Yes,Yes,Detached,1-Storey,4,2,Yes
908,2023,Sold 2023-10-25,"€371,132.00",Brookville,1989,Yes,Yes,Detached,1-Storey,3,1,No
909,2023,Sold 2023-10-25,"€506,805.00",Brookville,2010,Yes,No,Detached,2-Storey,3,2,No
910,2023,Sold 2023-10-30,"€434,416.00",Avoca,2008,Yes,No,Detached,1.5-Storey,4,2,No
911,2023,Sold 2023-10-30,"€775,749.00",Avoca,2015,Yes,No,Detached,1-Storey,3,2,No
912,2023,Sold 2023-11-02,"€401,081.00",Oak Park,1978,Yes,Yes,Detached,1-Storey,3,1,No
913,2023,Sold 2023-11-02,"€359,103.00",Oak Park,Unknown,No,Yes,Detached,1-Storey,3,2,No
914,2023,Sold 2023-11-04,"€314,402.00",Oak Park,1965,Yes,No,Detached,1-Storey,3,1,No
915,2023,Sold 2023-11-08,"€265,761.00",Beacon Hill,1943,Yes,Yes,Bungalow,1-Storey,2,1,No
916,2023,Sold 2023-11-09,"€267,668.00",Rivermount,1910,Yes,Yes,Detached,2-Storey,2,2,No
917,2023,Sold 2023-11-10,"€386,703.00",Brookville,2011,Yes,No,Semi-Detached,1-Storey,1,1,No
918,2023,Sold 2023-11-10,"€ 529,428",Brookville,2018,Yes,Yes,Detached,2-Storey,3,2,Yes
919,2023,Sold 2023-11-10,"€ 709,503",Brookville,2013,Yes,No,Detached,2-Storey,3,2,No
920,2023,Sold 2023-11-12,"€273,960.00",Rivermount,1909,No,No,Terraced,2-Storey,3,2,Yes
921,2023,Sold 2023-11-12,"€232,595.00",Rivermount,1966,Yes,No,Terraced,1-Storey,3,2,No
922,2023,Sold 2023-11-13,"€897,292.00",Avoca,2018,Yes,Yes,Detached,1-Storey,2,2,Yes
923,2023,Sold 2023-11-16,"€413,303.00",Oak Park,1967,Yes,Yes,Detached,1-Storey,2,1,Yes
924,2023,Sold 2023-11-16,"€ 306,417",Oak Park,1977,Yes,Yes,Detached,1-Storey,2,1,Yes
925,2023,Sold 2023-11-16,"€292,852.00",Oak Park,1967,Yes,Yes,Detached,1-Storey,2,1,No
926,2023,Sold 19 November 2023,"€ 620,329",Brookville,2016,Yes,Yes,Detached,2-Storey,3,2,Yes
927,2023,Sold 2023-11-19,"€ 395,640",Brookville,2008,Yes,Yes,Detached,1-Storey,3,1,Yes
928,2023,Sold 2023-11-22,"€308,034.00",Oak Park,1982,Yes,Yes,Detached,1-Storey,3,1,Yes
929,2023,Sold 2023-11-23,"€714,262.00",Porter Square,2015,???,Yes,Detached,2-Storey,4,2,No
930,2023,Sold 2023-11-27,"€368,773.00",Summerston,1976,Yes,No,Det.,1.5-Storey,3,2,No
931,2023,Sold 2023-11-27,"€480,460.00",Summerston,1965,Yes,Yes,Detached,1.5-Storey,2,1,Yes
932,2023,Sold 2023-11-27,"€327,179.00",Summerston,1968,Yes,No,Detached,1-Storey,3,1,YES
933,2023,Sold 2023-11-30,"€440,468.00",Rivermount,1894,Yes,Yes,Detached,2-Storey,4,1,Yes
934,2023,Sold 2023-11-30,"€424,005.00",Rivermount,1938,Yes,Yes,Detached,2-Storey,3,1,No
935,2023,Sold 2023-11-30,"€370,142.00",Rivermount,c1926,???,Yes,Detached,2-Storey,3,1,No
936,2023,Sold 2023-12-09,"€ 151,614",Broomhouse,1977,Yes,Yes,Bungalow,1-Storey,3,1,Yes
937,2023,Sold 2023-12-09,"€278,826.00",Rivermount,1928,Yes,No,Detached,1-Storey,2,2,No
938,2023,Sold 2023-12-09,"€292,979.00",Rivermount,c1938,Yes,No,Detached,1-Storey,3,1,Yes
939,2023,Sold 2023-12-09,"€240,929.00",Rivermount,c1901,No,Yes,Bungalow,1-Storey,2,1,Yes
940,2023,Sold 2023-12-09,"€531,689.00",Avoca,2014,???,Yes,Detached,2-Storey,4,2,No
941,2023,Sold 2023-12-13,"€488,530.00",Avoca,2010,Yes,Yes,Detached,2-Storey,3,2,Yes
942,2023,Sold 2023-12-13,"€ 719,644",Avoca,Unknown,Yes,No,Detached,1-Storey,3,2,No
943,2023,Sold 2023-12-21,"€ 512,895",Rivermount,2020,Yes,???,Detached,1-Storey,3,2,No
944,2023,Sold 2023-12-21,"€385,423.00",Rivermount,1919,Yes,No,Detached,1-Storey,4,1,Yes
945,2023,Sold 2023-12-21,"€272,443.00",Rivermount,1904,Yes,Yes,Detached,2-Storey,4,2,No
946,2023,Sold 2023-12-21,"€228,281.00",Rivermount,1950,Yes,No,Bungalow,1-Storey,2,1,No
947,2023,Sold 2023-12-21,"€469,013.00",Avoca,2004,Yes,Yes,Detached,2-Storey,3,2,No
948,2023,Sold 2023-12-23,"€575,876.00",Avoca,2020,Yes,No,End-of-Terrace,1-Storey,2,2,No
949,2023,Sold 2023-12-23,"€734,673.00",Avoca,2018,Yes,Yes,Detached,2-Storey,3,2,No
950,2023,Sold 2023-12-23,"€687,647.00",Avoca,2018,Yes,No,Semi-Detached,1-Storey,2,2,No
951,2023,Sold 28 December 2023,"€410,754.00",Oak Park,1972,Yes,No,Detached,1-Storey,3,2,NO
952,2023,Sold 2023-12-28,"€300,660.00",Oak Park,1975,Yes,No,Detached,1-Storey,3,1,Yes
953,2024,Sold 2024-01-03,"€452,840.00",Avoca,2012,Yes,No,Detached,2-Storey,3,2,No
954,2024,Sold 2024-01-09,"€352,153.00",Oak Park,1973,Yes,Yes,Detached,1-Storey,3,1,Yes
955,2024,Sold 2024-01-09,"€348,575.00",Oak Park,1962,Yes,No,Detached,1-Storey,3,1,Yes
956,2024,Sold 2024-01-12,"€403,432.00",Broomhouse,1969,Yes,No,Detached,1-Storey,3,2,No
957,2024,Sold 2024-01-12,"€350,730.00",Broomhouse,1972,Yes,Yes,Detached,1-Storey,4,2,No
958,2024,Sold 2024-01-15,"€577,787.00",Porter Square,2012,Yes,Yes,Detached,2-Storey,3,2,No
959,2024,Sold 2024-01-15,"€533,990.00",Porter Square,2020,Yes,No,Semi-Detached,1-Storey,2,3,Yes
960,2024,Sold 2024-01-17,"€545,498.00",Brookville,2013,Yes,Yes,Detached,1-Storey,3,2,No
961,2024,Sold 2024-01-17,"€498,599.00",Brookville,2013,Yes,No,Detached,2-Storey,3,2,No
962,2024,Sold 2024-01-18,"€705,283.00",Brookville,2017,Yes,No,Detached,1-Storey,3,2,No
963,2024,Sold 2024-01-19,"€ 375,618",Avoca,1967,Yes,No,Terraced,1-Storey,3,1,Yes
964,2024,Sold 2024-01-25,"€331,085.00",Oak Park,1971,Yes,No,Detached,1-Storey,3,1,No
965,2024,Sold 2024-01-30,"€638,812.00",Brookville,2015,Yes,???,Detached,2-Storey,3,2,No
966,2024,Sold 2024-01-30,"€401,540.00",Oak Park,1972,Yes,???,Duplex,2-Storey,5,2,Yes
